Date/Time,Environment:Site Sky Temperature [C](Hourly),Outdoor Air Drybulb Temperature [C],Outdoor Air Wetbulb Temperature [C],Outdoor Air Wind Speed [m/s],Outdoor Air Wind Direction [degree]
 04/04  24:00:00,-1.060132296,16.30355002,7.924240217,2.386239171,107.5
 04/05  01:00:00,-1.775117512,15.39105002,7.529775337,2.310001497,123.75
 04/05  02:00:00,-2.662002,14.29105002,7.126351244,2.005050805,107.5
 04/05  03:00:00,-3.276048858,13.50355002,6.936525295,1.700100112,81.25
 04/05  04:00:00,-4.150986985,12.59105002,6.572310694,1.585743602,88.75
 04/05  05:00:00,-5.146993149,11.49105002,6.028071521,1.585743602,112.5
 04/05  06:00:00,-5.778331007,10.76605002,5.755948173,2.157526151,113.75
 04/05  07:00:00,-5.233563096,11.26605002,6.086008168,1.928813132,103.75
 04/05  08:00:00,-3.117149031,13.36605002,7.368578217,2.157526151,112.5
 04/05  09:00:00,-0.200434174,16.50355002,8.71972855,2.50059568,101.25
 04/05  10:00:00,2.786405753,19.52855002,10.15532107,1.928813132,83.75
 04/05  11:00:00,5.04746303,21.95355002,11.19774713,1.776337785,111.25
 04/05  12:00:00,6.747958469,23.77855002,11.8489159,1.700100112,123.75
 04/05  13:00:00,8.096964953,25.44105002,12.26122665,1.395149419,126.25
 04/05  14:00:00,9.521775588,27.14105002,12.71214427,1.280792909,205
 04/05  15:00:00,10.22979351,28.46605002,12.71974067,1.471387092,293.75
 04/05  16:00:00,10.66439139,29.19105002,12.91061603,1.776337785,313.75
 04/05  17:00:00,10.76114879,29.37855002,12.94478964,1.700100112,297.5
 04/05  18:00:00,10.568274,29.06605002,12.830643,1.585743602,283.75
 04/05  19:00:00,10.25387145,28.19105002,12.88409047,1.966931968,273.75
 04/05  20:00:00,8.510803593,26.02855002,12.40026604,2.005050805,270
 04/05  21:00:00,6.546668434,23.60355002,11.78591407,1.700100112,238.75
 04/05  22:00:00,5.689324063,22.77855002,11.36553588,1.1664364,213.75
 04/05  23:00:00,5.536869134,22.40355002,11.42823827,1.524753464,226.25
 04/05  24:00:00,3.857525278,20.42855002,10.8388978,0.709010361,7.5
 04/06  01:00:00,2.718690303,19.37855002,10.29499383,0.800495568,93.75
 04/06  02:00:00,2.639953107,19.37855002,10.23725319,1.280792909,137.5
 04/06  03:00:00,1.712849923,18.37855002,9.793878066,0.480297341,48.75
 04/06  04:00:00,-0.194515059,16.02855002,9.116810847,0,0
 04/06  05:00:00,-1.142070787,14.97855002,8.672598575,0,0
 04/06  06:00:00,-1.224207118,14.97855002,8.580332518,0,0
 04/06  07:00:00,-0.814512815,15.35355002,8.798657745,0,0
 04/06  08:00:00,1.567938265,17.95355002,9.885675411,0,0
 04/06  09:00:00,4.783354368,21.50355002,11.29122003,0.571782549,328.75
 04/06  10:00:00,9.029744613,25.52855002,12.48229346,2.706437398,121.25
 04/06  11:00:00,11.47986433,28.55355002,12.71682164,3.590794407,67.5
 04/06  12:00:00,12.43121054,30.12855002,12.85765869,2.675942329,53.75
 04/06  13:00:00,13.25629879,31.95355002,13.53404059,2.386239171,68.75
 04/06  14:00:00,13.65494865,32.77855002,13.84933756,2.310001497,98.75
 04/06  15:00:00,13.60821108,33.09105002,13.81347476,2.386239171,103.75
 04/06  16:00:00,14.58157852,33.65355002,13.7744222,2.310001497,150
 04/06  17:00:00,15.32249149,33.50355002,13.97111034,1.395149419,130
 04/06  18:00:00,14.11601326,32.96605002,13.74080639,1.334159281,156.25
 04/06  19:00:00,12.64348125,32.09105002,13.36950947,1.395149419,240
 04/06  20:00:00,11.74284278,30.61605002,13.22705792,1.471387092,307.5
 04/06  21:00:00,10.37130535,28.60355002,12.88415288,1.585743602,267.5
 04/06  22:00:00,7.359572685,25.34105002,11.63719557,1.585743602,248.75
 04/06  23:00:00,5.689324063,23.50355002,10.87029023,1.776337785,166.25
 04/06  24:00:00,4.638677101,22.27855002,10.40077697,0.709010361,41.25
 04/07  01:00:00,4.099761882,21.67855002,10.15168846,0.991089751,50
 04/07  02:00:00,2.526699557,19.92855002,9.619974522,1.395149419,167.5
 04/07  03:00:00,1.316440818,18.50355002,9.195546982,1.05207989,213.75
 04/07  04:00:00,0.485045074,17.59105002,8.753607478,1.334159281,141.25
 04/07  05:00:00,0.351686172,17.55355002,8.69358493,1.585743602,93.75
 04/07  06:00:00,0.243859428,17.40355002,8.713743897,2.157526151,102.5
 04/07  07:00:00,0.082119312,17.17855002,8.659486324,2.691189863,116.25
 04/07  08:00:00,2.203893513,19.30355002,9.696245965,3.034259393,113.75
 04/07  09:00:00,5.899181003,23.32855002,11.32562247,3.171487204,103.75
 04/07  10:00:00,8.220125939,26.35355002,12.05285262,2.942774185,93.75
 04/07  11:00:00,9.716805786,28.24105002,12.43395522,2.424358007,108.75
 04/07  12:00:00,11.2627137,29.94105002,13.0279956,2.576833354,107.5
 04/07  13:00:00,13.01773102,31.26605002,13.99159903,2.61495219,137.5
 04/07  14:00:00,14.30587541,32.36605002,14.62682782,1.509505929,153.75
 04/07  15:00:00,15.00017712,33.77855002,14.71174577,0.914852078,200
 04/07  16:00:00,15.77962664,35.12855002,14.84364854,0.914852078,242.5
 04/07  17:00:00,15.4357925,35.20355002,14.54155832,1.715347647,231.25
 04/07  18:00:00,14.79282417,34.60355002,14.12218923,2.005050805,263.75
 04/07  19:00:00,13.48702677,33.37855002,13.52670648,1.700100112,327.5
 04/07  20:00:00,12.31321307,31.71605002,13.25293826,1.966931968,331.25
 04/07  21:00:00,11.07086953,29.70355002,13.00487863,1.395149419,301.25
 04/07  22:00:00,8.78048404,26.81605002,12.36505841,1.90594183,265
 04/07  23:00:00,7.377035557,25.20355002,11.80772127,1.738218949,268.75
 04/07  24:00:00,7.277514063,24.97855002,11.79959945,1.280792909,305
 04/08  01:00:00,6.471827801,23.91605002,11.57360243,0.480297341,255
 04/08  02:00:00,4.401879626,21.59105002,10.60102103,1.181683934,68.75
 04/08  03:00:00,2.293148114,19.51605002,9.592546912,2.462476844,116.25
 04/08  04:00:00,1.182763042,18.19105002,9.16692701,2.61495219,107.5
 04/08  05:00:00,0.674405269,17.77855002,8.914129774,2.119407314,87.5
 04/08  06:00:00,0.108595896,17.40355002,8.538866237,2.462476844,86.25
 04/08  07:00:00,-0.405798522,16.86605002,8.247523874,2.424358007,90
 04/08  08:00:00,1.436709605,18.74105002,9.05795904,2.805546373,96.25
 04/08  09:00:00,5.710038543,23.10355002,11.16842889,3.171487204,106.25
 04/08  10:00:00,8.171805586,26.04105002,12.08763801,2.942774185,116.25
 04/08  11:00:00,9.278759692,27.67855002,12.20373214,2.61495219,101.25
 04/08  12:00:00,10.08398398,28.96605002,12.33416807,2.119407314,121.25
 04/08  13:00:00,11.2627137,30.81605002,12.77141917,2.081288478,133.75
 04/08  14:00:00,13.01773102,32.67855002,13.49942262,1.395149419,205
 04/08  15:00:00,13.72505501,33.65355002,13.78225273,1.90594183,143.75
 04/08  16:00:00,14.42136679,34.19105002,14.11995002,1.318911746,186.25
 04/08  17:00:00,14.49201006,34.06605002,14.17514376,1.600991137,300
 04/08  18:00:00,13.81771187,33.50355002,13.88985885,2.576833354,336.25
 04/08  19:00:00,13.06842817,32.27855002,13.64027814,2.61495219,321.25
 04/08  20:00:00,11.47555387,30.61605002,12.98141093,2.50059568,310
 04/08  21:00:00,10.20487199,28.91605002,12.55044363,0.93772338,251.25
 04/08  22:00:00,7.937430156,26.21605002,11.71664821,0.800495568,266.25
 04/08  23:00:00,6.372972657,24.29105002,11.19513565,0.480297341,213.75
 04/08  24:00:00,5.89248703,23.50355002,11.17011772,0,0
 04/09  01:00:00,4.714987905,22.27855002,10.52447116,1.372278117,68.75
 04/09  02:00:00,3.449539905,20.99105002,9.902036877,2.005050805,91.25
 04/09  03:00:00,1.6024758,19.14105002,9.092988619,2.081288478,98.75
 04/09  04:00:00,0.459386412,17.96605002,8.558885487,2.195644988,103.75
 04/09  05:00:00,-0.107764467,17.09105002,8.360995605,2.195644988,106.25
 04/09  06:00:00,-0.623386372,16.30355002,8.178055189,2.005050805,110
 04/09  07:00:00,-0.786674259,16.07855002,8.11559113,2.271882661,110
 04/09  08:00:00,1.091607686,18.14105002,9.062482767,2.310001497,116.25
 04/09  09:00:00,4.037301088,21.81605002,10.14790018,2.386239171,107.5
 04/09  10:00:00,6.142713212,24.71605002,10.74595954,1.928813132,112.5
 04/09  11:00:00,8.970753459,27.64105002,11.95866424,1.395149419,88.75
 04/09  12:00:00,10.90444564,29.94105002,12.6439857,2.043169641,157.5
 04/09  13:00:00,12.33401609,31.57855002,13.18936327,2.310001497,147.5
 04/09  14:00:00,12.97504845,32.55355002,13.49596095,1.623862439,172.5
 04/09  15:00:00,13.56041849,33.46605002,13.63455251,2.462476844,235
 04/09  16:00:00,13.56110769,33.19105002,13.56947618,2.942774185,287.5
 04/09  17:00:00,13.70132082,32.77855002,13.28618465,3.224853576,303.75
 04/09  18:00:00,12.49696884,32.40355002,12.9818885,3.057130695,293.75
 04/09  19:00:00,10.44295873,31.17855002,12.19395862,3.034259393,296.25
 04/09  20:00:00,9.23077406,29.51605002,11.61090969,2.561585819,268.75
 04/09  21:00:00,7.192766926,26.44105002,10.94343759,1.623862439,218.75
 04/09  22:00:00,6.019393905,24.97855002,10.556084,0.480297341,210
 04/09  23:00:00,4.140910054,22.91605002,9.841429227,1.181683934,68.75
 04/09  24:00:00,2.533888053,21.30355002,9.033696155,2.462476844,122.5
 04/10  01:00:00,1.421156051,21.07855002,8.260679813,2.233763824,130
 04/10  02:00:00,0.539781283,20.76605002,7.733371195,2.881784046,105
 04/10  03:00:00,-0.379910945,19.51605002,7.326941877,3.285843714,90
 04/10  04:00:00,-1.197357778,17.81605002,6.975891506,3.362081387,83.75
 04/10  05:00:00,-2.274190792,16.17855002,6.479950452,3.476437897,86.25
 04/10  06:00:00,-3.473937351,14.51605002,6.012263108,2.675942329,71.25
 04/10  07:00:00,-3.054085081,14.94105002,6.277540205,3.377328922,97.5
 04/10  08:00:00,-0.904789044,17.26605002,7.389826869,2.904655348,120
 04/10  09:00:00,1.942923941,20.40355002,8.738493754,2.195644988,132.5
 04/10  10:00:00,4.352612288,23.05355002,9.919955634,1.814456622,133.75
 04/10  11:00:00,5.764466107,24.94105002,10.4335025,1.585743602,155
 04/10  12:00:00,7.644531057,26.95355002,11.22689796,2.576833354,163.75
 04/10  13:00:00,9.642909194,29.15355002,12.10214824,5.115547871,185
 04/10  14:00:00,10.18134007,29.97855002,12.16685401,6.663172636,200
 04/10  15:00:00,10.471318,30.35355002,12.25277983,6.701291473,206.25
 04/10  16:00:00,11.04936033,30.20355002,12.68792544,5.214656846,235
 04/10  17:00:00,11.14572334,28.91605002,13.37905509,5.001191361,250
 04/10  18:00:00,9.98354189,27.27855002,13.02882165,5.557726375,268.75
 04/10  19:00:00,8.093846361,25.24105002,12.41935025,5.062181499,273.75
 04/10  20:00:00,6.598458291,23.69105002,11.67509488,3.933863936,270
 04/10  21:00:00,4.867110324,21.90355002,10.87938418,3.057130695,245
 04/10  22:00:00,3.710509477,20.76605002,10.2726181,3.034259393,248.75
 04/10  23:00:00,2.690469796,19.82855002,9.67593535,2.752180002,260
 04/10  24:00:00,1.688199636,18.69105002,9.340350551,1.509505929,216.25
 04/11  01:00:00,0.83463142,17.96605002,8.963819369,0.914852078,271.25
 04/11  02:00:00,0.108595896,17.09105002,8.640701939,2.325249032,131.25
 04/11  03:00:00,-1.366403219,15.61605002,7.855859275,2.752180002,96.25
 04/11  04:00:00,-2.244234588,14.60355002,7.469587716,2.50059568,87.5
 04/11  05:00:00,-2.745144504,14.06605002,7.249517077,2.310001497,86.25
 04/11  06:00:00,-3.416696563,13.50355002,6.82056194,2.576833354,96.25
 04/11  07:00:00,-3.951588735,12.96605002,6.410905735,2.805546373,100
 04/11  08:00:00,-2.861415989,14.15355002,7.012651314,3.034259393,106.25
 04/11  09:00:00,-0.738299336,16.04105002,8.319466586,2.561585819,103.75
 04/11  10:00:00,1.680765434,18.36605002,9.726419022,2.005050805,81.25
 04/11  11:00:00,3.81038509,20.44105002,10.79486156,1.890694295,132.5
 04/11  12:00:00,5.025320921,21.76605002,11.27923587,1.700100112,232.5
 04/11  13:00:00,6.219359941,23.24105002,11.73939853,1.966931968,251.25
 04/11  14:00:00,7.251763539,24.56605002,12.02775412,2.005050805,283.75
 04/11  15:00:00,8.417869809,26.04105002,12.19202137,2.271882661,260
 04/11  16:00:00,8.937337811,26.67855002,12.2505314,2.691189863,261.25
 04/11  17:00:00,8.567853588,26.30355002,12.15996068,2.043169641,248.75
 04/11  18:00:00,7.974336175,25.76605002,12.04790656,1.966931968,298.75
 04/11  19:00:00,7.502036757,25.20355002,11.91489785,2.005050805,327.5
 04/11  20:00:00,6.976705395,24.60355002,11.61976184,1.890694295,320
 04/11  21:00:00,5.99225062,23.37855002,11.21064277,1.280792909,213.75
 04/11  22:00:00,4.638677101,21.71605002,10.78043178,1.334159281,131.25
 04/11  23:00:00,3.710509477,20.76605002,10.39752587,1.776337785,107.5
 04/11  24:00:00,2.953829955,19.82855002,10.05450215,2.081288478,106.25
 04/12  01:00:00,2.244458217,19.06605002,9.698260953,2.005050805,103.75
 04/12  02:00:00,1.341875213,18.19105002,9.261978849,1.700100112,118.75
 04/12  03:00:00,0.674405269,17.40355002,9.071863837,1.585743602,92.5
 04/12  04:00:00,-0.299136554,16.49105002,8.643047635,1.585743602,88.75
 04/12  05:00:00,-0.923238411,15.76605002,8.318189394,1.395149419,131.25
 04/12  06:00:00,-1.416855228,15.20355002,8.152098951,0.480297341,56.25
 04/12  07:00:00,-1.663862223,14.97855002,8.076433446,0.991089751,75
 04/12  08:00:00,-0.034758602,16.72855002,8.900631654,2.348120334,101.25
 04/12  09:00:00,2.265643038,19.15355002,9.888845491,2.424358007,96.25
 04/12  10:00:00,4.988542766,22.04105002,11.05907073,2.195644988,106.25
 04/12  11:00:00,7.149284177,24.34105002,11.88000658,1.623862439,135
 04/12  12:00:00,8.737589387,26.04105002,12.59900352,1.280792909,137.5
 04/12  13:00:00,10.17909515,27.67855002,13.09976582,2.043169641,136.25
 04/12  14:00:00,10.68891285,28.65355002,13.11137824,1.928813132,140
 04/12  15:00:00,11.40762839,29.56605002,13.2855284,1.776337785,158.75
 04/12  16:00:00,11.71967529,29.97855002,13.42008865,2.462476844,157.5
 04/12  17:00:00,10.80710824,29.97855002,12.75395635,2.61495219,131.25
 04/12  18:00:00,9.938324176,29.60355002,12.1531594,2.50059568,157.5
 04/12  19:00:00,9.597949779,28.69105002,11.51361699,2.119407314,173.75
 04/12  20:00:00,9.034740006,27.59105002,11.15742374,0.709010361,63.75
 04/12  21:00:00,7.873081477,26.86605002,11.10131216,0.800495568,328.75
 04/12  22:00:00,5.448713971,24.24105002,10.36710657,1.471387092,241.25
 04/12  23:00:00,4.820247324,23.09105002,10.19491193,1.1664364,112.5
 04/12  24:00:00,3.83533006,21.59105002,10.008304,1.143565098,97.5
 04/13  01:00:00,2.003510836,19.51605002,9.239990233,1.471387092,151.25
 04/13  02:00:00,1.369973306,18.87855002,8.925991718,1.1664364,132.5
 04/13  03:00:00,0.700007434,18.19105002,8.64386862,1.334159281,172.5
 04/13  04:00:00,0.027821505,17.40355002,8.391785919,1.966931968,153.75
 04/13  05:00:00,-0.815492826,16.49105002,8.026241334,2.005050805,113.75
 04/13  06:00:00,-1.087313233,16.07855002,7.918110081,1.890694295,103.75
 04/13  07:00:00,-1.142070787,15.76605002,7.992460279,2.081288478,93.75
 04/13  08:00:00,0.530211182,17.64105002,8.712017331,2.576833354,102.5
 04/13  09:00:00,3.155924487,20.62855002,9.750123151,2.805546373,116.25
 04/13  10:00:00,5.378675952,23.05355002,10.76943233,2.805546373,101.25
 04/13  11:00:00,7.149284177,24.94105002,11.68081914,2.805546373,96.25
 04/13  12:00:00,8.981611564,27.26605002,12.15321784,2.043169641,118.75
 04/13  13:00:00,10.44590169,29.34105002,12.46461815,1.1664364,80
 04/13  14:00:00,11.59880799,30.66605002,12.96775345,1.90594183,131.25
 04/13  15:00:00,12.26634306,31.45355002,13.19502699,2.119407314,205
 04/13  16:00:00,12.76264841,31.99105002,13.35773145,1.509505929,282.5
 04/13  17:00:00,13.20988566,32.17855002,13.63123049,2.043169641,295
 04/13  18:00:00,12.40583157,31.49105002,13.19840296,3.301091249,280
 04/13  19:00:00,11.83885772,30.39105002,12.51498555,2.790298838,298.75
 04/13  20:00:00,11.36068418,29.29105002,12.27030322,2.005050805,285
 04/13  21:00:00,9.738503653,26.81605002,11.97398779,1.890694295,270
 04/13  22:00:00,7.821822219,25.20355002,11.65672942,2.881784046,251.25
 04/13  23:00:00,7.152512863,24.60355002,11.74606424,3.476437897,240
 04/13  24:00:00,6.52345757,23.69105002,11.50555001,3.057130695,258.75
 04/14  01:00:00,5.89248703,22.96605002,11.34074202,2.043169641,282.5
 04/14  02:00:00,4.973039403,22.09105002,11.00725154,2.157526151,290
 04/14  03:00:00,3.078852138,19.92855002,10.30758182,2.50059568,183.75
 04/14  04:00:00,2.613165672,18.50355002,9.799372897,2.310001497,107.5
 04/14  05:00:00,2.587161233,17.96605002,9.463166444,2.576833354,106.25
 04/14  06:00:00,1.76729829,17.09105002,9.000230012,3.034259393,97.5
 04/14  07:00:00,2.686838761,16.99105002,8.94840322,2.942774185,102.5
 04/14  08:00:00,4.509194031,18.24105002,9.633175009,2.61495219,103.75
 04/14  09:00:00,7.26297277,20.94105002,10.62815443,2.310001497,100
 04/14  10:00:00,9.156874996,22.86605002,11.19121269,1.814456622,150
 04/14  11:00:00,10.73248845,23.96605002,11.40145166,0.594653851,67.5
 04/14  12:00:00,14.25920312,25.12855002,11.64699057,0.571782549,303.75
 04/14  13:00:00,15.48246584,25.89105002,12.08694478,1.334159281,270
 04/14  14:00:00,14.04711605,26.07855002,12.28077042,1.966931968,288.75
 04/14  15:00:00,14.7407732,27.45355002,12.97604369,1.814456622,275
 04/14  16:00:00,15.91728971,28.65355002,13.46157125,1.585743602,303.75
 04/14  17:00:00,15.78027956,28.87855002,13.50457167,2.576833354,330
 04/14  18:00:00,15.11500778,28.50355002,13.28224679,3.171487204,298.75
 04/14  19:00:00,12.48579523,25.84105002,12.74647625,2.942774185,205
 04/14  20:00:00,10.10567937,23.37855002,12.45144857,3.796636125,172.5
 04/14  21:00:00,8.540536869,22.77855002,12.4470844,3.400200224,180
 04/14  22:00:00,7.576559595,22.40355002,12.29496754,2.424358007,123.75
 04/14  23:00:00,6.217736253,20.80355002,12.0184425,3.186734739,90
 04/14  24:00:00,4.767846853,19.29105002,11.44369969,3.400200224,90
 04/15  01:00:00,2.869388358,18.19105002,10.91819639,2.942774185,96.25
 04/15  02:00:00,1.073576911,16.71605002,10.5703141,2.424358007,112.5
 04/15  03:00:00,0.243859428,15.76605002,10.33512965,1.814456622,120
 04/15  04:00:00,-0.188730192,15.20355002,10.10851202,1.776337785,107.5
 04/15  05:00:00,-0.351239894,14.97855002,10.0091615,2.081288478,100
 04/15  06:00:00,-0.759950524,14.60355002,9.767630155,2.386239171,100
 04/15  07:00:00,-0.86861275,14.37855002,9.836423247,2.50059568,100
 04/15  08:00:00,1.223438775,16.50355002,10.91867106,2.310001497,118.75
 04/15  09:00:00,3.473416149,19.15355002,11.73730703,1.814456622,130
 04/15  10:00:00,5.378675952,21.35355002,12.21645,1.966931968,186.25
 04/15  11:00:00,7.024815276,23.24105002,12.69972068,2.996140556,238.75
 04/15  12:00:00,8.662908046,24.94105002,13.48230665,3.057130695,268.75
 04/15  13:00:00,10.17909515,26.57855002,14.00058038,4.597131693,255
 04/15  14:00:00,11.64527807,28.24105002,14.33960313,5.062181499,246.25
 04/15  15:00:00,12.10039118,29.19105002,14.06600694,5.115547871,256.25
 04/15  16:00:00,11.91022391,30.12855002,12.92093889,6.739410309,260
 04/15  17:00:00,10.51446819,30.20355002,11.45245779,7.56277718,272.5
 04/15  18:00:00,8.489462957,29.29105002,10.76881051,6.190499062,292.5
 04/15  19:00:00,7.377035557,27.12855002,10.44310188,3.994854075,247.5
 04/15  20:00:00,6.649813075,24.70355002,10.1981396,3.743269753,31.25
 04/15  21:00:00,7.843505346,22.81605002,9.983269914,4.276933466,62.5
 04/15  22:00:00,11.85591912,21.86605002,9.803056572,3.819507426,70
 04/15  23:00:00,13.84167095,21.99105002,9.722043168,2.675942329,82.5
 04/15  24:00:00,13.44380465,21.49105002,9.502944942,3.567923105,71.25
 04/16  01:00:00,7.627684602,20.01605002,9.324716129,3.209606041,66.25
 04/16  02:00:00,3.396111909,19.06605002,9.154800259,2.119407314,51.25
 04/16  03:00:00,1.254987056,18.19105002,8.611620042,1.890694295,58.75
 04/16  04:00:00,-0.243674679,17.40355002,8.070765352,1.280792909,101.25
 04/16  05:00:00,-1.66787177,15.80355002,7.301929507,1.524753464,88.75
 04/16  06:00:00,-2.188806252,14.97855002,7.244001577,1.890694295,57.5
 04/16  07:00:00,-1.281295317,15.66605002,7.865288877,1.509505929,43.75
 04/16  08:00:00,1.747758969,18.51605002,9.62072842,2.84366521,58.75
 04/16  09:00:00,3.788008266,20.66605002,10.67919082,3.590794407,57.5
 04/16  10:00:00,5.505031457,22.45355002,11.38804307,3.057130695,56.25
 04/16  11:00:00,7.349302209,24.34105002,12.2005615,3.415447759,60
 04/16  12:00:00,8.934249706,26.04105002,12.88952015,3.400200224,97.5
 04/16  13:00:00,9.524818961,26.99105002,12.91355119,2.180397453,195
 04/16  14:00:00,10.13173879,27.86605002,13.04150501,1.776337785,196.25
 04/16  15:00:00,10.97697702,28.65355002,13.41625875,2.081288478,138.75
 04/16  16:00:00,11.02557457,29.19105002,13.26458814,2.195644988,176.25
